Temp,Humidity,Presure
28.91,84.36,1008.61
28.99,84.42,1008.65
29.11,84.46,1008.63
29.08,84,1008.63
29.06,84.19,1008.61
29.04,84.46,1008.62
28.99,84.03,1008.65
28.96,83.95,1008.63
29.04,84.11,1008.64
29.18,84.15,1008.65
29.27,83.76,1008.64
29.39,83.82,1008.65
29.38,83.29,1008.65
29.3,82.9,1008.63
29.19,82.97,1008.65
29.22,83.19,1008.61
29.19,83.54,1008.64
29.11,83.67,1008.64
29.05,83.89,1008.64
29.01,84.23,1008.65
28.95,84.1,1008.63
28.91,84.5,1008.62
28.89,85.06,1008.6
28.87,84.85,1008.61
28.84,85.57,1008.64
28.83,85.25,1008.61
28.82,85.3,1008.62
28.81,85.22,1008.61
28.8,85.04,1008.61
28.79,85,1008.63
28.82,84.95,1008.63
28.91,84.74,1008.64
28.96,84.7,1008.65
28.93,84.64,1008.63
28.93,84.95,1008.62
28.89,84.9,1008.62
28.9,85,1008.67
28.92,85.23,1008.64
28.93,84.85,1008.63
28.96,85.01,1008.61
28.98,85.44,1008.61
28.96,85.88,1008.61
28.96,86.18,1008.62
28.95,85.86,1008.63
28.95,85.73,1008.6
28.92,85.52,1008.61
28.87,85.64,1008.63
28.84,85.57,1008.62
28.88,85.23,1008.62
28.94,85.01,1008.63
28.92,85.15,1008.59
28.87,85.3,1008.59
28.84,85.9,1008.62
28.8,85.55,1008.61
28.77,85.29,1008.63
28.87,86.47,1008.62
28.85,85.91,1008.64
28.9,85.62,1008.63
28.87,85.96,1008.63
28.85,86.01,1008.62
28.84,86.55,1008.65
28.78,85.55,1008.6
28.78,86.04,1008.61
28.92,85.69,1008.63
29.03,85.4,1008.61
29.05,85.24,1008.61
29.06,84.95,1008.63
29.02,85.18,1008.61
29,85.38,1008.64
29,85.38,1008.63
28.94,85.15,1008.62
28.92,85.34,1008.64
28.89,85.55,1008.61
28.87,85.59,1008.59
28.85,85.98,1008.62
28.84,86.1,1008.6
28.83,86.06,1008.59
28.84,86.16,1008.6
28.83,86.43,1008.59
28.78,86.14,1008.61
28.77,86.16,1008.63
28.74,85.98,1008.6
28.73,86.47,1008.63
28.71,86.09,1008.64
28.7,86.43,1008.63
28.67,86.31,1008.64
28.66,86.79,1008.63
28.63,86.54,1008.6
28.61,86.46,1008.63
28.61,87.15,1008.64
28.63,87.4,1008.62
28.63,87.34,1008.63
28.6,87.34,1008.64
28.59,86.96,1008.65
28.55,86.75,1008.62
28.54,86.8,1008.62
28.54,86.55,1008.64
28.52,86.46,1008.65
28.6,86.42,1008.68
28.67,86.13,1008.65
28.68,86.39,1008.67
28.69,86.05,1008.69
28.72,86.33,1008.65
28.81,85.79,1008.68
28.94,85.42,1008.68
28.88,86.12,1008.64
28.83,86.29,1008.67
28.78,86.52,1008.63
28.74,86.08,1008.65
28.72,85.92,1008.66
28.7,85.89,1008.65
28.69,85.96,1008.65
28.69,85.99,1008.64
28.68,85.91,1008.66
28.68,86.1,1008.65
28.67,86.21,1008.65
28.67,86.45,1008.66
28.67,86.66,1008.67
28.71,86.42,1008.67
28.75,86.42,1008.67
28.72,86.59,1008.64
28.7,86.7,1008.66
28.66,86.51,1008.66
28.61,86.29,1008.67
28.58,86.37,1008.69
28.66,86.05,1008.68
28.7,86.04,1008.67
28.65,86.36,1008.66
28.66,86.48,1008.68
28.63,86.59,1008.69
28.58,86.46,1008.68
28.53,86.29,1008.65
28.48,86.15,1008.6
28.57,86.27,1008.64
28.73,86.29,1008.65
28.75,85.8,1008.66
28.67,85.74,1008.65
28.6,85.52,1008.67
28.59,85.49,1008.63
28.57,85.44,1008.65
28.52,85.64,1008.6
28.49,85.62,1008.63
28.48,86.17,1008.61
28.48,86.17,1008.64
28.47,86.36,1008.63
28.48,86.61,1008.63
28.48,86.5,1008.64
28.48,86.51,1008.65
28.5,86.84,1008.64
28.49,86.49,1008.65
28.48,86.59,1008.6
28.46,86.58,1008.61
28.44,86.69,1008.61
28.43,86.46,1008.62
28.41,86.44,1008.63
28.41,86.3,1008.61
28.4,86.08,1008.64
28.45,86.45,1008.61
28.59,86.29,1008.65
28.66,86.11,1008.62
28.75,85.77,1008.6
28.82,85.66,1008.66
28.78,85.87,1008.67
28.73,86.62,1008.66
28.71,86.43,1008.62
28.69,86.38,1008.65
28.68,86.29,1008.65
28.74,85.83,1008.65
28.84,85.69,1008.64
28.84,85.82,1008.65
28.81,86.11,1008.67
28.8,85.73,1008.63
28.78,85.67,1008.63
28.76,85.78,1008.63
28.77,85.66,1008.6
28.74,85.42,1008.64
28.75,85.54,1008.66
28.83,85.51,1008.63
28.86,85.31,1008.66
28.83,85.69,1008.59
28.78,85.51,1008.65
28.75,85.97,1008.63
28.72,86.19,1008.67
28.68,86.05,1008.64
28.67,85.8,1008.64
28.68,85.94,1008.65
28.66,86.31,1008.65
28.64,86.44,1008.61
28.61,85.71,1008.59
28.58,85.87,1008.63
28.51,85.28,1008.63
28.46,85.2,1008.63
28.44,85.35,1008.64
28.43,85.48,1008.62
28.43,85.5,1008.61
28.42,85.44,1008.61
28.4,85.52,1008.61
28.38,85.65,1008.59
28.37,85.79,1008.61
28.36,85.9,1008.61
28.46,85.86,1008.61
28.55,85.69,1008.61
28.6,85.64,1008.62
28.66,85.48,1008.61
28.66,85.34,1008.63
28.58,85.6,1008.63
28.52,85.72,1008.61
28.49,85.61,1008.61
28.45,85.86,1008.61
28.42,86.15,1008.6
28.39,86.37,1008.62
28.4,86.18,1008.62
28.5,86.06,1008.59
28.59,85.86,1008.63
28.56,85.96,1008.6
28.53,86.15,1008.62
28.51,86.38,1008.61
28.48,86.27,1008.61
28.46,86.29,1008.63
28.44,86.01,1008.61
28.43,86.09,1008.61
28.41,86.28,1008.61
28.39,86.24,1008.63
28.38,86.25,1008.62
28.36,86.12,1008.61
28.35,86.01,1008.61
28.36,86.25,1008.57
28.4,86.29,1008.57
28.46,86.15,1008.59
28.5,86,1008.6
28.51,85.88,1008.6
28.51,85.79,1008.61
28.49,86,1008.61
28.46,86.18,1008.62
28.44,86.6,1008.62
28.42,86.61,1008.6
28.41,86.96,1008.6
28.38,86.58,1008.61
28.37,86.45,1008.63
28.35,86.45,1008.59
28.34,86.55,1008.63
28.31,86.4,1008.62
28.31,86.49,1008.65
28.28,86.62,1008.61
28.27,86.8,1008.61
28.27,86.72,1008.66
28.25,86.81,1008.61
28.27,86.87,1008.66
28.26,86.66,1008.65
28.28,86.6,1008.68
28.31,86.72,1008.61
28.31,86.32,1008.64
28.27,86.09,1008.64
28.26,86.11,1008.63
28.26,86.24,1008.64
28.25,86.36,1008.63
28.24,86.42,1008.65
28.24,86.61,1008.62
28.22,86.61,1008.63
28.2,86.69,1008.63
28.19,86.64,1008.61
28.19,86.88,1008.64
28.18,86.8,1008.63
28.17,86.84,1008.63
28.16,86.78,1008.64
28.15,86.88,1008.65
28.14,86.98,1008.64
28.13,86.99,1008.65
28.12,87.06,1008.64
28.12,87.07,1008.61
28.12,87.12,1008.64
28.11,87.28,1008.62
28.12,87.32,1008.66
28.12,87.05,1008.64
28.12,86.96,1008.63
28.13,87.01,1008.63
28.15,87.01,1008.61
28.15,87.06,1008.64
28.14,87.14,1008.62
28.15,87.24,1008.64
28.16,87.28,1008.66
28.17,87.45,1008.67
28.29,86.92,1008.64
28.39,86.58,1008.7
28.42,86.58,1008.66
28.4,86.83,1008.66
28.37,86.89,1008.62
28.35,86.92,1008.61
28.32,86.96,1008.64
28.31,86.88,1008.64
28.3,86.8,1009
28.31,86.89,1008.64
28.28,86.69,1008.65
28.25,86.74,1008.64
28.22,86.96,1008.66
28.2,87.02,1008.62
28.18,87.11,1008.65
28.17,87.29,1008.64
28.16,87.25,1008.66
28.17,87.28,1008.66
28.17,87.39,1008.63
28.16,87.41,1008.62
28.17,87.17,1008.61
28.17,87.17,1008.6
28.18,87.07,1008.63
28.18,87.17,1008.63
28.17,87.3,1008.6
28.18,87.31,1008.62
28.17,87.29,1008.6
28.16,87.41,1008.64
28.16,87.35,1008.63
28.15,87.2,1008.64
28.14,87.31,1008.63
28.15,87.29,1008.62
28.16,87.29,1008.65
28.16,87.43,1008.66
28.18,87.61,1008.64
28.19,87.43,1008.64
28.2,87.37,1008.62
28.2,87.54,1008.63
28.22,87.56,1008.65
28.21,87.77,1008.64
28.23,87.98,1008.63
28.25,88.07,1008.62
28.27,88.37,1008.66
28.3,88.25,1008.64
28.31,88.23,1008.64
28.3,88.26,1008.65
28.28,87.71,1008.65
28.27,87.7,1008.64
28.27,87.62,1008.63
28.28,87.6,1008.64
28.3,87.65,1008.64
28.32,87.64,1008.61
28.34,87.62,1008.63
28.35,87.61,1008.65
28.37,87.7,1008.66
28.38,87.7,1008.66
28.39,87.83,1008.63
28.39,87.86,1008.66
28.41,88.15,1008.64
28.43,87.9,1008.6
28.44,87.77,1008.62
28.46,87.69,1008.65
28.47,87.69,1008.63
28.55,86.7,1008.66
28.61,86.26,1008.66
28.64,86.14,1008.69
28.66,86.47,1008.68
28.67,86.99,1008.62
28.68,87.42,1008.69
28.66,87.12,1008.68
28.65,87.12,1008.65
28.64,86.99,1008.65
28.63,86.8,1008.65
28.62,86.69,1008.67
28.61,86.41,1008.7
28.6,86.17,1008.67
28.59,86.06,1008.66
28.59,85.93,1008.67
28.58,85.89,1008.64
28.58,85.98,1008.66
28.6,86.23,1008.65
28.6,86.25,1008.69
28.59,86.33,1008.68
28.57,86.14,1008.66
28.56,85.96,1008.65
28.56,86.04,1008.7
28.55,86.15,1008.7
28.53,86.31,1008.66
28.65,86.03,1008.67
28.68,86,1008.7
28.68,86.03,1008.65
28.7,86.04,1008.69
28.68,86.38,1008.68
28.67,86.13,1008.65
28.67,86.06,1008.66
28.67,86.23,1008.65
28.72,86.03,1008.63
28.7,85.98,1008.68
28.69,85.89,1008.66
28.67,85.73,1008.67
28.66,85.91,1008.65
28.62,85.77,1008.67
28.61,85.58,1008.63
28.61,85.63,1008.65
28.6,85.65,1008.62
28.6,85.72,1008.63
28.59,85.6,1008.62
28.57,85.69,1008.61
28.57,85.83,1008.63
28.56,85.84,1008.63
28.54,85.71,1008.62
28.53,85.82,1008.63
28.52,85.98,1008.6
28.5,85.83,1008.62
28.48,85.91,1008.62
28.49,86.12,1008.66
28.48,86.15,1008.65
28.49,86.27,1008.64
28.49,86.52,1008.63
28.49,86.41,1008.64
28.49,86.39,1008.64
28.48,86.35,1008.66
28.46,86.45,1008.65
28.45,86.16,1008.63
28.43,86.08,1008.65
28.45,86.17,1008.62
28.49,86.35,1008.59
28.61,85.96,1008.64
28.72,86.03,1008.64
28.99,85.18,1008.64
28.94,84.78,1008.65
28.82,84.61,1008.67
28.76,84.48,1008.63
28.73,84.67,1008.64
28.7,84.8,1008.62
28.67,84.96,1008.62
